Title,Price,Location,Date
Духова шафа з СВЧ 2 в 1 BOSCH HBN 884751,10 000 грн.,Состояние: Б/у,06 мая 2024 г.
Духова шафа ZANUSSI ZOG521317X,2 500 грн.,Состояние: Б/у,01 мая 2024 г.
Духова шафа ZANUSSI ZOG521317X,2 500 грн.,Состояние: Б/у,01 мая 2024 г.
Продам Духову Шафу VestFrost BOV 75 WGTP.,3 500 грн.,Состояние: Новое,25 апреля 2024 г.
Продам Духову Шафу VestFrost BOV 75 WGTP.,3 500 грн.,Состояние: Новое,25 апреля 2024 г.
Духова шафа духовка пічка духовой шкаф печка Candy (Italy),3 800 грн.,Состояние: Б/у,06 мая 2024 г.
Духова шафа духовка пічка духовой шкаф печка Candy (Italy),3 800 грн.,Состояние: Б/у,06 мая 2024 г.
Духова шафа M-Shef DO 6860 Стан ТОП Гарантія!,68 900 грн.,Состояние: Б/у,06 мая 2024 г.
Духова шафа M-Shef DO 6860 Стан ТОП Гарантія!,68 900 грн.,Состояние: Б/у,06 мая 2024 г.
Духова шафа + Мікрохвильовка H6260 + M6030 Топ стан Пар,47 000 грн.,Состояние: Б/у,07 мая 2024 г.
Духова шафа + Мікрохвильовка H6260 + M6030 Топ стан Пар,47 000 грн.,Состояние: Б/у,07 мая 2024 г.
"Ariston комплект, газова варильна поверхня + електрична духова шафа",5 700 грн.,Состояние: Б/у,Сегодня в 04:44
"Ariston комплект, газова варильна поверхня + електрична духова шафа",5 700 грн.,Состояние: Б/у,Сегодня в 04:44
Духова шафа Whirlpool AKP 458/NB,6 000 грн.,Состояние: Б/у,23 апреля 2024 г.
Духова шафа Whirlpool AKP 458/NB,6 000 грн.,Состояние: Б/у,23 апреля 2024 г.
Духова шафа фагор,2 200 грн.,Состояние: Б/у,15 апреля 2024 г.
Духова шафа фагор,2 200 грн.,Состояние: Б/у,15 апреля 2024 г.
Духова шафа,6 300 грн.,Состояние: Б/у,07 мая 2024 г.
Духова шафа,6 300 грн.,Состояние: Б/у,07 мая 2024 г.
Електрична духова шафа Miele H 4681 BP,13 200 грн.,Состояние: Б/у,04 мая 2024 г.
Електрична духова шафа Miele H 4681 BP,13 200 грн.,Состояние: Б/у,04 мая 2024 г.
Вбудована духова шафа ARISTON Mod. CISFBG IX,1 500 грн.,Состояние: Б/у,30 апреля 2024 г.
Вбудована духова шафа ARISTON Mod. CISFBG IX,1 500 грн.,Состояние: Б/у,30 апреля 2024 г.
Духова шафа pyramida,2 100 грн.,Состояние: Б/у,01 мая 2024 г.
Духова шафа pyramida,2 100 грн.,Состояние: Б/у,01 мая 2024 г.
ТОП духова шафа духовка пічка печка духовой шкаф Teka,4 999 грн.,Состояние: Б/у,06 мая 2024 г.
ТОП духова шафа духовка пічка печка духовой шкаф Teka,4 999 грн.,Состояние: Б/у,06 мая 2024 г.
"Електро плити , духові шафи опт/розница",4 999 грн.,Состояние: Б/у,16 апреля 2024 г.
"Електро плити , духові шафи опт/розница",4 999 грн.,Состояние: Б/у,16 апреля 2024 г.
Духова шафа електрична Vestfrost BOV67BE,5 700 грн.,Стан: Нове,05 травня 2024 р.
Духова шафа електрична Vestfrost BOV67BE,5 700 грн.,Стан: Нове,05 травня 2024 р.
ДУХОВКА SIEMENS HTHB33 45 60 см ДУХОВА Шафа 2в1 з СВЧ Вбудована Бу,7 540 грн.,Стан: Вживане,07 травня 2024 р.
ДУХОВКА SIEMENS HTHB33 45 60 см ДУХОВА Шафа 2в1 з СВЧ Вбудована Бу,7 540 грн.,Стан: Вживане,07 травня 2024 р.
"Духова шафа Whirlpool нержавійка, гарантія, доставка.",2 999 грн.,Стан: Вживане,Сьогодні о 06:17
"Духова шафа Whirlpool нержавійка, гарантія, доставка.",2 999 грн.,Стан: Вживане,Сьогодні о 06:17
Духова шафа EL FRESCO,2 500 грн.,Стан: Вживане,28 квітня 2024 р.
Духова шафа EL FRESCO,2 500 грн.,Стан: Вживане,28 квітня 2024 р.
Духовка електрична Ariston духова шафа,2 700 грн.,Стан: Вживане,28 квітня 2024 р.
Духовка електрична Ariston духова шафа,2 700 грн.,Стан: Вживане,28 квітня 2024 р.
Вбудована духова шафа,5 000 грн.,Стан: Вживане,17 квітня 2024 р.
Вбудована духова шафа,5 000 грн.,Стан: Вживане,17 квітня 2024 р.
Продам Духову Шафу AEG BE5003001.Нержавійка.75Л.Допоможу доставити.,3 000 грн.,Стан: Вживане,28 квітня 2024 р.
Продам Духову Шафу AEG BE5003001.Нержавійка.75Л.Допоможу доставити.,3 000 грн.,Стан: Вживане,28 квітня 2024 р.
Духова шафа+мікрохвильова піч Miele,33 000 грн.,Стан: Вживане,25 квітня 2024 р.
Духова шафа+мікрохвильова піч Miele,33 000 грн.,Стан: Вживане,25 квітня 2024 р.
"Духова шафа Samsung BF1N4T123, доставка, гарантія",3 000 грн.,Стан: Вживане,18 квітня 2024 р.
"Духова шафа Samsung BF1N4T123, доставка, гарантія",3 000 грн.,Стан: Вживане,18 квітня 2024 р.
Духова шафа Gorenje,2 500 грн.,Стан: Вживане,16 квітня 2024 р.
Духова шафа Gorenje,2 500 грн.,Стан: Вживане,16 квітня 2024 р.
Духова шафа,3 500 грн.,Стан: Вживане,13 квітня 2024 р.
Духова шафа,3 500 грн.,Стан: Вживане,13 квітня 2024 р.
Духова шафа Bosch,5 000 грн.,Стан: Вживане,03 травня 2024 р.
Духова шафа Bosch,5 000 грн.,Стан: Вживане,03 травня 2024 р.
Духова шафа електрична Siemens HB674GBS1 АctiveClean! 4D конвекція,17 500 грн.,Стан: Вживане,07 травня 2024 р.
Духова шафа електрична Siemens HB674GBS1 АctiveClean! 4D конвекція,17 500 грн.,Стан: Вживане,07 травня 2024 р.
Комбінована парова шафа з духовою Miele DGC 7860 X White,152 000 грн.,Стан: Вживане,07 травня 2024 р.
Комбінована парова шафа з духовою Miele DGC 7860 X White,152 000 грн.,Стан: Вживане,07 травня 2024 р.
Топ. Духова шафа + Мікрохвильовка H2663 M6030 Топ.стан 6000 серія,42 999 грн.,Стан: Вживане,06 травня 2024 р.
Топ. Духова шафа + Мікрохвильовка H2663 M6030 Топ.стан 6000 серія,42 999 грн.,Стан: Вживане,06 травня 2024 р.
Духова шафа H 5461 B,16 350 грн.,Стан: Вживане,07 травня 2024 р.
Духова шафа H 5461 B,16 350 грн.,Стан: Вживане,07 травня 2024 р.
Духова шафа Aristone,1 000 грн.,Стан: Вживане,23 квітня 2024 р.
Духова шафа Aristone,1 000 грн.,Стан: Вживане,23 квітня 2024 р.
Духова шафа під забудову H 6560 BP,56 000 грн.,Стан: Вживане,Сьогодні о 07:33
Духова шафа під забудову H 6560 BP,56 000 грн.,Стан: Вживане,Сьогодні о 07:33
Духова шафа Miele H 5681BP,17 000 грн.,Стан: Вживане,14 квітня 2024 р.
Духова шафа Miele H 5681BP,17 000 грн.,Стан: Вживане,14 квітня 2024 р.
Духова шафа Candy,1 300 грн.,Стан: Вживане,18 квітня 2024 р.
Духова шафа Candy,1 300 грн.,Стан: Вживане,18 квітня 2024 р.
Духова шафа Siemens HB674 Чорна Духовка в ІДЕАЛЬНОМУ стані Піроліз,17 500 грн.,Стан: Вживане,20 квітня 2024 р.
Духова шафа Siemens HB674 Чорна Духовка в ІДЕАЛЬНОМУ стані Піроліз,17 500 грн.,Стан: Вживане,20 квітня 2024 р.
Духова шафа smeg б.у.,2 000 грн.,Стан: Вживане,25 квітня 2024 р.
Духова шафа smeg б.у.,2 000 грн.,Стан: Вживане,25 квітня 2024 р.
Духова шафа siemens CB634GBS1/10,15 000 грн.,Стан: Вживане,07 травня 2024 р.
Духова шафа siemens CB634GBS1/10,15 000 грн.,Стан: Вживане,07 травня 2024 р.
Духова шафа вбудована духовка встраиваемая Bosch lkn87 зі складу вибір,3 999 грн.,Стан: Вживане,02 травня 2024 р.
Духова шафа вбудована духовка встраиваемая Bosch lkn87 зі складу вибір,3 999 грн.,Стан: Вживане,02 травня 2024 р.
Bosch вбудована електрична духова  шафа НBJ558Y0Q,12 000 грн.,Стан: Вживане,02 травня 2024 р.
Bosch вбудована електрична духова  шафа НBJ558Y0Q,12 000 грн.,Стан: Вживане,02 травня 2024 р.
Духовий/духова шафа Whirlpool AKZM8420S з Італії. Доставка і Гарантія,2 999 грн.,Стан: Вживане,11 квітня 2024 р.
Духовий/духова шафа Whirlpool AKZM8420S з Італії. Доставка і Гарантія,2 999 грн.,Стан: Вживане,11 квітня 2024 р.
Premiym Духова шафа з функцією парової шафи 22 рік DGC-7860,137 000 грн.,Стан: Вживане,06 травня 2024 р.
Premiym Духова шафа з функцією парової шафи 22 рік DGC-7860,137 000 грн.,Стан: Вживане,06 травня 2024 р.
Комплект вбудована духова шафа мікрохвильовка варочна поверхня МІЛЄ,46 000 грн.,Стан: Вживане,22 квітня 2024 р.
Комплект вбудована духова шафа мікрохвильовка варочна поверхня МІЛЄ,46 000 грн.,Стан: Вживане,22 квітня 2024 р.
Духова шафа Hansa BOES 69421,5 500 грн.,Стан: Вживане,21 квітня 2024 р.
Духова шафа Hansa BOES 69421,5 500 грн.,Стан: Вживане,21 квітня 2024 р.
Духова шафа  Электролюкс,2 500 грн.,Стан: Вживане,21 квітня 2024 р.
Духова шафа  Электролюкс,2 500 грн.,Стан: Вживане,21 квітня 2024 р.
Духова шафа для піци,5 900 грн.,Стан: Вживане,17 квітня 2024 р.
Духова шафа для піци,5 900 грн.,Стан: Вживане,17 квітня 2024 р.
Багатофункціональна духова шафа AEG Germany,10 000 грн.,Стан: Вживане,01 травня 2024 р.
Багатофункціональна духова шафа AEG Germany,10 000 грн.,Стан: Вживане,01 травня 2024 р.
Духова шафа на 72л духовка пічка печка духовой шкаф Ikea (Sweden),3 999 грн.,Стан: Вживане,06 травня 2024 р.
Духова шафа на 72л духовка пічка печка духовой шкаф Ikea (Sweden),3 999 грн.,Стан: Вживане,06 травня 2024 р.
Нова вбудована духова шафа духовка ZANUSSI,4 800 грн.,Стан: Нове,17 квітня 2024 р.
Нова вбудована духова шафа духовка ZANUSSI,4 800 грн.,Стан: Нове,17 квітня 2024 р.
"Духовка під забудову Bosch, духова шафа, духовий шкаф",5 500 грн.,Стан: Вживане,07 травня 2024 р.
"Духовка під забудову Bosch, духова шафа, духовий шкаф",5 500 грн.,Стан: Вживане,07 травня 2024 р.
Духова шафа електро Indesit,1 700 грн.,Стан: Вживане,27 квітня 2024 р.
Духова шафа електро Indesit,1 700 грн.,Стан: Вживане,27 квітня 2024 р.
Розумна духова шафа REDMOND SkyOven 5707S,1 900 грн.,Стан: Вживане,21 квітня 2024 р.
Розумна духова шафа REDMOND SkyOven 5707S,1 900 грн.,Стан: Вживане,21 квітня 2024 р.
Разборка Духовка духовой шкаф Pyramida Пирамида духова шафа,215 грн.,Стан: Вживане,29 квітня 2024 р.
Разборка Духовка духовой шкаф Pyramida Пирамида духова шафа,215 грн.,Стан: Вживане,29 квітня 2024 р.
Виставкова стан ідеал Духова шафа H 7464 BPX,90 000 грн.,Стан: Вживане,07 травня 2024 р.
Виставкова стан ідеал Духова шафа H 7464 BPX,90 000 грн.,Стан: Вживане,07 травня 2024 р.
Духова шафа BLOMBERG / Гарантія / Доставка / Духовка / Піч,9 350 грн.,Стан: Вживане,Сьогодні о 07:45
Духова шафа BLOMBERG / Гарантія / Доставка / Духовка / Піч,9 350 грн.,Стан: Вживане,Сьогодні о 07:45
Топова Духова шафа H-5040 Ідеал Стан Led-підсвітка,18 000 грн.,Стан: Вживане,07 травня 2024 р.
Топова Духова шафа H-5040 Ідеал Стан Led-підсвітка,18 000 грн.,Стан: Вживане,07 травня 2024 р.
Заміна скло духовки. Духова шафа,1 400 грн.,Стан: Нове,07 травня 2024 р.
Заміна скло духовки. Духова шафа,1 400 грн.,Стан: Нове,07 травня 2024 р.
ТОП 2в1! Духова шафа Siemens CM633GBW1 з функцією мікрохвильовки!,25 800 грн.,Стан: Вживане,02 травня 2024 р.
ТОП 2в1! Духова шафа Siemens CM633GBW1 з функцією мікрохвильовки!,25 800 грн.,Стан: Вживане,02 травня 2024 р.
Духова шафа електрична  GORENJE BO5333RBR б/у,9 799 грн.,Стан: Вживане,07 травня 2024 р.
Духова шафа електрична  GORENJE BO5333RBR б/у,9 799 грн.,Стан: Вживане,07 травня 2024 р.
Духова шафа SAMSUNG NV75N7678RS нова із Германії,15 000 грн.,Стан: Нове,06 травня 2024 р.
Духова шафа SAMSUNG NV75N7678RS нова із Германії,15 000 грн.,Стан: Нове,06 травня 2024 р.
Духова шафа Piramida,2 000 грн.,Стан: Вживане,21 квітня 2024 р.
Духова шафа Piramida,2 000 грн.,Стан: Вживане,21 квітня 2024 р.
Духова шафа електрична . НОВА,7 000 грн.,Стан: Нове,07 травня 2024 р.
Духова шафа електрична . НОВА,7 000 грн.,Стан: Нове,07 травня 2024 р.
Духова шафа hansa,3 850 грн.,Стан: Вживане,27 квітня 2024 р.
Духова шафа hansa,3 850 грн.,Стан: Вживане,27 квітня 2024 р.
Комплект духова шафа Gaggenau BOP 220 102. + BMP 250/BMP 251,114 000 грн.,Стан: Вживане,07 травня 2024 р.
Комплект духова шафа Gaggenau BOP 220 102. + BMP 250/BMP 251,114 000 грн.,Стан: Вживане,07 травня 2024 р.
Духова шафа. Духовка  Le Chef BO 6912,3 000 грн.,Стан: Вживане,12 квітня 2024 р.
Духова шафа. Духовка  Le Chef BO 6912,3 000 грн.,Стан: Вживане,12 квітня 2024 р.
"Духова шафа 3в1 Siemens HN678G4S6/09 мікрохвильовка, пароварка! Wi-Fi",57 000 грн.,Стан: Вживане,06 травня 2024 р.
"Духова шафа 3в1 Siemens HN678G4S6/09 мікрохвильовка, пароварка! Wi-Fi",57 000 грн.,Стан: Вживане,06 травня 2024 р.
Духова шафа Miele H7264-60 Духовка Miele H 7264 - 60,48 000 грн.,Стан: Вживане,25 квітня 2024 р.
Духова шафа Miele H7264-60 Духовка Miele H 7264 - 60,48 000 грн.,Стан: Вживане,25 квітня 2024 р.
Плита газова Indesit з газовою духовою шафою,3 500 грн.,Стан: Вживане,Сьогодні о 07:32
Плита газова Indesit з газовою духовою шафою,3 500 грн.,Стан: Вживане,Сьогодні о 07:32
Електропіч духова шафа ASEL Туреччина,899 грн.,Стан: Вживане,04 травня 2024 р.
Електропіч духова шафа ASEL Туреччина,899 грн.,Стан: Вживане,04 травня 2024 р.
Вбудована духова шафа Siemens HB776G3B1,48 000 грн.,Стан: Нове,07 травня 2024 р.
Вбудована духова шафа Siemens HB776G3B1,48 000 грн.,Стан: Нове,07 травня 2024 р.
Духова шафа Miele H5681BP з паром,18 900 грн.,Стан: Вживане,18 квітня 2024 р.
Духова шафа Miele H5681BP з паром,18 900 грн.,Стан: Вживане,18 квітня 2024 р.
380V Електрична духовка Electrolux духова шафа,1 999 грн.,Стан: Вживане,08 квітня 2024 р.
380V Електрична духовка Electrolux духова шафа,1 999 грн.,Стан: Вживане,08 квітня 2024 р.
Духова шафа Hotpoint-Ariston Ft8501Ha,3 995 грн.,Стан: Вживане,26 квітня 2024 р.
Духова шафа Hotpoint-Ariston Ft8501Ha,3 995 грн.,Стан: Вживане,26 квітня 2024 р.
"Духова шафа Bosch HBR33B550. Вибір 100 шт. Гарантія, доставка",3 000 грн.,Стан: Вживане,07 травня 2024 р.
"Духова шафа Bosch HBR33B550. Вибір 100 шт. Гарантія, доставка",3 000 грн.,Стан: Вживане,07 травня 2024 р.
Духова шафа Whirlpool,7 300 грн.,Стан: Нове,03 травня 2024 р.
Духова шафа Whirlpool,7 300 грн.,Стан: Нове,03 травня 2024 р.
Духова шафа  GORENJE B 3360 AL вживана електрична,700 грн.,Стан: Вживане,08 квітня 2024 р.
Духова шафа  GORENJE B 3360 AL вживана електрична,700 грн.,Стан: Вживане,08 квітня 2024 р.
Духова-шафа Electrolux  EEB8585POX. Німеччина,3 999 грн.,Стан: Вживане,06 травня 2024 р.
Духова-шафа Electrolux  EEB8585POX. Німеччина,3 999 грн.,Стан: Вживане,06 травня 2024 р.
BOSCH Плита+духова шафа духовка плитка електроплита,4 500 грн.,Стан: Вживане,01 травня 2024 р.
BOSCH Плита+духова шафа духовка плитка електроплита,4 500 грн.,Стан: Вживане,01 травня 2024 р.
Духова шафа Siemens SJR-23RT4. Асортимент.Гарантія.Відправка.,3 000 грн.,Стан: Вживане,04 травня 2024 р.
Духова шафа Siemens SJR-23RT4. Асортимент.Гарантія.Відправка.,3 000 грн.,Стан: Вживане,04 травня 2024 р.
Вбудована духова шафа Miele H 7560 BP. Clean steel. Виставка!,105 000 грн.,Стан: Вживане,07 травня 2024 р.
Вбудована духова шафа Miele H 7560 BP. Clean steel. Виставка!,105 000 грн.,Стан: Вживане,07 травня 2024 р.
ДУХОВА Шафа з СВЧ Духовка BOSCH KT98763 45 60 см 2в1 Мікрохвильовка бу,8 840 грн.,Стан: Вживане,06 травня 2024 р.
ДУХОВА Шафа з СВЧ Духовка BOSCH KT98763 45 60 см 2в1 Мікрохвильовка бу,8 840 грн.,Стан: Вживане,06 травня 2024 р.
Духова шафа + мікрохвильовка Siemens 2в1! Супер стан!,27 000 грн.,Стан: Вживане,24 квітня 2024 р.
Духова шафа + мікрохвильовка Siemens 2в1! Супер стан!,27 000 грн.,Стан: Вживане,24 квітня 2024 р.
Продам  духову шафу Бош,9 000 грн.,Стан: Вживане,07 травня 2024 р.
Продам  духову шафу Бош,9 000 грн.,Стан: Вживане,07 травня 2024 р.
Газова духова шафа gunter & hauer eog 602 ivr,799 грн.,Стан: Вживане,28 квітня 2024 р.
Газова духова шафа gunter & hauer eog 602 ivr,799 грн.,Стан: Вживане,28 квітня 2024 р.
Духова шафа Gorenje BO635E20X-M,3 500 грн.,Стан: Вживане,19 квітня 2024 р.
Духова шафа Gorenje BO635E20X-M,3 500 грн.,Стан: Вживане,19 квітня 2024 р.
Духова шафа та поверхня AEG,8 000 грн.,Стан: Вживане,Сьогодні о 07:24
Духова шафа та поверхня AEG,8 000 грн.,Стан: Вживане,Сьогодні о 07:24
Духова шафа Polar AKS 190,1 999 грн.,Стан: Вживане,04 травня 2024 р.
Духова шафа Polar AKS 190,1 999 грн.,Стан: Вживане,04 травня 2024 р.
"Комплект Siemens , духова шафа + мікрохвильова піч",13 500 грн.,Стан: Вживане,05 травня 2024 р.
"Комплект Siemens , духова шафа + мікрохвильова піч",13 500 грн.,Стан: Вживане,05 травня 2024 р.
Комплект духова шафа і поверхня IGNIS Італія НОВИЙ,5 000 грн.,Стан: Нове,25 квітня 2024 р.
Комплект духова шафа і поверхня IGNIS Італія НОВИЙ,5 000 грн.,Стан: Нове,25 квітня 2024 р.
Духова шафа BLOMBERG / Гарантія / Доставка / Духовка / Піч,9 350 грн.,Стан: Вживане,Сьогодні о 07:45
Духова шафа BLOMBERG / Гарантія / Доставка / Духовка / Піч,9 350 грн.,Стан: Вживане,Сьогодні о 07:45
Духова шафа AEG GERMANY,7 000 грн.,Стан: Вживане,06 травня 2024 р.
Духова шафа AEG GERMANY,7 000 грн.,Стан: Вживане,06 травня 2024 р.
XL 85 л. ПІРОЛІЗ | паровий удар | Духова шафа Miele H 5681 BP,21 500 грн.,Стан: Вживане,Сьогодні о 07:51
XL 85 л. ПІРОЛІЗ | паровий удар | Духова шафа Miele H 5681 BP,21 500 грн.,Стан: Вживане,Сьогодні о 07:51
Плита з духовою шафою,2 500 грн.,Стан: Вживане,06 травня 2024 р.
Плита з духовою шафою,2 500 грн.,Стан: Вживане,06 травня 2024 р.
Техніка з ЄС ! Духова шафа Whirlpool FXTM6,3 999 грн.,Стан: Вживане,05 травня 2024 р.
Техніка з ЄС ! Духова шафа Whirlpool FXTM6,3 999 грн.,Стан: Вживане,05 травня 2024 р.
Духова шафа Neff,16 500 грн.,Стан: Вживане,24 квітня 2024 р.
Духова шафа Neff,16 500 грн.,Стан: Вживане,24 квітня 2024 р.
Комплект Miele Духова шафа Кавомашина H6860 CVA 6805 Чорний Обсидіан,98 000 грн.,Стан: Вживане,30 квітня 2024 р.
Комплект Miele Духова шафа Кавомашина H6860 CVA 6805 Чорний Обсидіан,98 000 грн.,Стан: Вживане,30 квітня 2024 р.
Духова шафа Whirlpool,4 990 грн.,Стан: Вживане,22 квітня 2024 р.
Духова шафа Whirlpool,4 990 грн.,Стан: Вживане,22 квітня 2024 р.
Нова Топ Духова шафа з функцією мікрохвильовки Bauknecht emek11f545,24 000 грн.,Стан: Нове,06 травня 2024 р.
Нова Топ Духова шафа з функцією мікрохвильовки Bauknecht emek11f545,24 000 грн.,Стан: Нове,06 травня 2024 р.
Електрична духова шафа  ARISTON,2 100 грн.,Стан: Вживане,18 квітня 2024 р.
Електрична духова шафа  ARISTON,2 100 грн.,Стан: Вживане,18 квітня 2024 р.
Професійна Широка Духова шафа Miele H 5961 з Німеччини УкрМеню,34 000 грн.,Стан: Вживане,28 квітня 2024 р.
Професійна Широка Духова шафа Miele H 5961 з Німеччини УкрМеню,34 000 грн.,Стан: Вживане,28 квітня 2024 р.
Вмонтована духова шафа BAUKNECHT FXTP6 піроліз 73л А+ 6th Sense,13 900 грн.,Стан: Вживане,01 травня 2024 р.
Вмонтована духова шафа BAUKNECHT FXTP6 піроліз 73л А+ 6th Sense,13 900 грн.,Стан: Вживане,01 травня 2024 р.
Електрична духова шафа Bosch HBG672BS1 4D гаряче повітря! Укр меню,18 400 грн.,Стан: Вживане,06 травня 2024 р.
Електрична духова шафа Bosch HBG672BS1 4D гаряче повітря! Укр меню,18 400 грн.,Стан: Вживане,06 травня 2024 р.
Духова шафа бу два роки,4 000 грн.,Стан: Вживане,07 травня 2024 р.
Духова шафа бу два роки,4 000 грн.,Стан: Вживане,07 травня 2024 р.
Духова шафа Teka HLB 8400 P(Іспанія) Піроліз. Дисплей. Нова. Топ ціна,19 500 грн.,Стан: Нове,07 травня 2024 р.
Духова шафа Teka HLB 8400 P(Іспанія) Піроліз. Дисплей. Нова. Топ ціна,19 500 грн.,Стан: Нове,07 травня 2024 р.
ТОП! Духова шафа Miele H7860 BPX Духовка Miele H 7860 BPX,110 000 грн.,Стан: Вживане,30 квітня 2024 р.
ТОП! Духова шафа Miele H7860 BPX Духовка Miele H 7860 BPX,110 000 грн.,Стан: Вживане,30 квітня 2024 р.
Духова Шафа H2663 Топ.стан Сенсорна,25 400 грн.,Стан: Вживане,07 травня 2024 р.
Духова Шафа H2663 Топ.стан Сенсорна,25 400 грн.,Стан: Вживане,07 травня 2024 р.
Продам духову шафу,4 500 грн.,Стан: Вживане,04 травня 2024 р.
Продам духову шафу,4 500 грн.,Стан: Вживане,04 травня 2024 р.
Духова шафа Miele H4418 B,9 999 грн.,Стан: Вживане,23 квітня 2024 р.
Духова шафа Miele H4418 B,9 999 грн.,Стан: Вживане,23 квітня 2024 р.
Духова шафа + варильна поверхня Gorenje Starck (преміум Італія),39 999 грн.,Стан: Нове,07 травня 2024 р.
Духова шафа + варильна поверхня Gorenje Starck (преміум Італія),39 999 грн.,Стан: Нове,07 травня 2024 р.
Духова шафа з функцією мікрохвильової печі Inventum IMC6035GT/01. Нова,21 000 грн.,Стан: Нове,07 травня 2024 р.
Духова шафа з функцією мікрохвильової печі Inventum IMC6035GT/01. Нова,21 000 грн.,Стан: Нове,07 травня 2024 р.
Гіпермаркет б/у техніки .Духова шафа Samsung FO159UST.Гарантія.Вибір.,3 499 грн.,Стан: Вживане,27 квітня 2024 р.
Гіпермаркет б/у техніки .Духова шафа Samsung FO159UST.Гарантія.Вибір.,3 499 грн.,Стан: Вживане,27 квітня 2024 р.
"Варочна поверхня, духова шафа",15 000 грн.,Стан: Нове,27 квітня 2024 р.
"Варочна поверхня, духова шафа",15 000 грн.,Стан: Нове,27 квітня 2024 р.
Вбудована духова шафа BOSCH HBG3414205 + мікрохвильова піч BFL554MW0,27 400 грн.,Стан: Вживане,20 квітня 2024 р.
Вбудована духова шафа BOSCH HBG3414205 + мікрохвильова піч BFL554MW0,27 400 грн.,Стан: Вживане,20 квітня 2024 р.
Електро духовка духова шафа б/у з Німеччини,4 800 грн.,Стан: Вживане,15 квітня 2024 р.
Електро духовка духова шафа б/у з Німеччини,4 800 грн.,Стан: Вживане,15 квітня 2024 р.
Духова шафа siemens,8 500 грн.,Стан: Вживане,27 квітня 2024 р.
Духова шафа siemens,8 500 грн.,Стан: Вживане,27 квітня 2024 р.
